source_scope,path,full_path,source_archive,category,year,extension,logical_type,size_bytes,size_human
original_tar_extracted,10. STEPI Outlook/[STEPI Outlook-2]STEPI_Outlook_2020.pdf,40년 기관 생산 발간물/10. STEPI Outlook/[STEPI Outlook-2]STEPI_Outlook_2020.pdf,,10. STEPI Outlook,2020,pdf,PDF,10729193,10.2MB
original_tar_extracted,10. STEPI Outlook/[STEPI Outlook-1]STEPI_Outlook_2019.pdf,40년 기관 생산 발간물/10. STEPI Outlook/[STEPI Outlook-1]STEPI_Outlook_2019.pdf,,10. STEPI Outlook,2019,pdf,PDF,33333950,31.8MB
original_tar_extracted,10. STEPI Outlook/[STEPI Outlook-7]STEPI_Outlook_2025_접근성추가.pdf,40년 기관 생산 발간물/10. STEPI Outlook/[STEPI Outlook-7]STEPI_Outlook_2025_접근성추가.pdf,,10. STEPI Outlook,2025,pdf,PDF,34493399,32.9MB
original_tar_extracted,10. STEPI Outlook/[STEPI Outlook-4]STEPI_Outlook_2022_펼침_웹용.pdf,40년 기관 생산 발간물/10. STEPI Outlook/[STEPI Outlook-4]STEPI_Outlook_2022_펼침_웹용.pdf,,10. STEPI Outlook,2022,pdf,PDF,8406203,8.0MB
original_tar_extracted,10. STEPI Outlook/[STEPI Outlook-5]STEPI_Outlook_2023.pdf,40년 기관 생산 발간물/10. STEPI Outlook/[STEPI Outlook-5]STEPI_Outlook_2023.pdf,,10. STEPI Outlook,2023,pdf,PDF,8011745,7.6MB
original_tar_extracted,10. STEPI Outlook/[STEPI Outlook-3]STEPI_Outlook_2021.pdf,40년 기관 생산 발간물/10. STEPI Outlook/[STEPI Outlook-3]STEPI_Outlook_2021.pdf,,10. STEPI Outlook,2021,pdf,PDF,4068507,3.9MB
original_tar_extracted,10. STEPI Outlook/[STEPI Outlook-6]STEPI_Outlook_2024_접근성추가.pdf,40년 기관 생산 발간물/10. STEPI Outlook/[STEPI Outlook-6]STEPI_Outlook_2024_접근성추가.pdf,,10. STEPI Outlook,2024,pdf,PDF,9892520,9.4MB
original_tar_extracted,10. STEPI Outlook/[STEPI Outlook-8]STEPI_Outlook_2026.pdf,40년 기관 생산 발간물/10. STEPI Outlook/[STEPI Outlook-8]STEPI_Outlook_2026.pdf,,10. STEPI Outlook,2026,pdf,PDF,16053653,15.3MB
original_tar_extracted,15. Working Paper/2008/[Working Paper-2]사회적 목표 지향적 혁신정책의 특성과 함의.pdf,40년 기관 생산 발간물/15. Working Paper/2008/[Working Paper-2]사회적 목표 지향적 혁신정책의 특성과 함의.pdf,,15. Working Paper,2008,pdf,PDF,570000,556.6KB
original_tar_extracted,15. Working Paper/2008/[Working Paper-3]공공연구기관의 기술이전 활성화 전략.pdf,40년 기관 생산 발간물/15. Working Paper/2008/[Working Paper-3]공공연구기관의 기술이전 활성화 전략.pdf,,15. Working Paper,2008,pdf,PDF,505317,493.5KB
original_tar_extracted,15. Working Paper/2008/[Working Paper-4]R&D Investment and Job Creation in Korea.pdf,40년 기관 생산 발간물/15. Working Paper/2008/[Working Paper-4]R&D Investment and Job Creation in Korea.pdf,,15. Working Paper,2008,pdf,PDF,414133,404.4KB
original_tar_extracted,15. Working Paper/2008/[Working Paper-8]네덜란드의 ‘에너지전환’.pdf,40년 기관 생산 발간물/15. Working Paper/2008/[Working Paper-8]네덜란드의 ‘에너지전환’.pdf,,15. Working Paper,2008,pdf,PDF,1426249,1.4MB
original_tar_extracted,15. Working Paper/2008/[Working Paper-7]전환 및 전환관리 - 배경과 논리.pdf,40년 기관 생산 발간물/15. Working Paper/2008/[Working Paper-7]전환 및 전환관리 - 배경과 논리.pdf,,15. Working Paper,2008,pdf,PDF,1442748,1.4MB
original_tar_extracted,"15. Working Paper/2008/[Working Paper-6]기술혁신, 여성 일자리 창출과 경제성장.pdf","40년 기관 생산 발간물/15. Working Paper/2008/[Working Paper-6]기술혁신, 여성 일자리 창출과 경제성장.pdf",,15. Working Paper,2008,pdf,PDF,737864,720.6KB
original_tar_extracted,15. Working Paper/2008/[Working Paper-1]정책조정의 새로운 접근.pdf,40년 기관 생산 발간물/15. Working Paper/2008/[Working Paper-1]정책조정의 새로운 접근.pdf,,15. Working Paper,2008,pdf,PDF,444381,434.0KB
original_tar_extracted,15. Working Paper/2008/[Working Paper-5]지속가능한 기술을 향한 새로운 접근.pdf,40년 기관 생산 발간물/15. Working Paper/2008/[Working Paper-5]지속가능한 기술을 향한 새로운 접근.pdf,,15. Working Paper,2008,pdf,PDF,532771,520.3KB
original_tar_extracted,15. Working Paper/2017/[Working Paper-30]국가전략기술간 연관구조 분석.pdf,40년 기관 생산 발간물/15. Working Paper/2017/[Working Paper-30]국가전략기술간 연관구조 분석.pdf,,15. Working Paper,2017,pdf,PDF,2968140,2.8MB
original_tar_extracted,15. Working Paper/2017/[Working Paper-28]4차 산업혁명 키워드 네트워크에서 검토한 시스템 전환.pdf,40년 기관 생산 발간물/15. Working Paper/2017/[Working Paper-28]4차 산업혁명 키워드 네트워크에서 검토한 시스템 전환.pdf,,15. Working Paper,2017,pdf,PDF,1173275,1.1MB
original_tar_extracted,15. Working Paper/2017/[Working Paper-26]키워드 네트워크 분석을 이용한 산업혁명 논의 동향.pdf,40년 기관 생산 발간물/15. Working Paper/2017/[Working Paper-26]키워드 네트워크 분석을 이용한 산업혁명 논의 동향.pdf,,15. Working Paper,2017,pdf,PDF,6562143,6.3MB
original_tar_extracted,15. Working Paper/2017/[Working Paper-29]사회혁신 생태계의 현황과 발전 방안.pdf,40년 기관 생산 발간물/15. Working Paper/2017/[Working Paper-29]사회혁신 생태계의 현황과 발전 방안.pdf,,15. Working Paper,2017,pdf,PDF,558822,545.7KB
original_tar_extracted,15. Working Paper/2017/[Working Paper-27]4차 산업혁명의 현재와 미래 - 키워드 네트워크 분석을 중심으로.pdf,40년 기관 생산 발간물/15. Working Paper/2017/[Working Paper-27]4차 산업혁명의 현재와 미래 - 키워드 네트워크 분석을 중심으로.pdf,,15. Working Paper,2017,pdf,PDF,3232401,3.1MB
original_tar_extracted,15. Working Paper/2017/[Working Paper-31]Employment Effects of Technological Innovation in Korean Manufacturing Firms.pdf,40년 기관 생산 발간물/15. Working Paper/2017/[Working Paper-31]Employment Effects of Technological Innovation in Korean Manufacturing Firms.pdf,,15. Working Paper,2017,pdf,PDF,458891,448.1KB
original_tar_extracted,15. Working Paper/2012/[Working Paper-17]기술혁신정책의 진화와 과제.pdf,40년 기관 생산 발간물/15. Working Paper/2012/[Working Paper-17]기술혁신정책의 진화와 과제.pdf,,15. Working Paper,2012,pdf,PDF,681012,665.1KB
original_tar_extracted,15. Working Paper/2014/[Working Paper-20]영국 에너지전환과 공동체에너지의 의의.pdf,40년 기관 생산 발간물/15. Working Paper/2014/[Working Paper-20]영국 에너지전환과 공동체에너지의 의의.pdf,,15. Working Paper,2014,pdf,PDF,443622,433.2KB
original_tar_extracted,15. Working Paper/2014/[Working Paper-19]네덜란드의 전환정책.pdf,40년 기관 생산 발간물/15. Working Paper/2014/[Working Paper-19]네덜란드의 전환정책.pdf,,15. Working Paper,2014,pdf,PDF,599147,585.1KB
original_tar_extracted,15. Working Paper/2014/[Working Paper-23]벨기에 플랑드르 지역 전환정책.pdf,40년 기관 생산 발간물/15. Working Paper/2014/[Working Paper-23]벨기에 플랑드르 지역 전환정책.pdf,,15. Working Paper,2014,pdf,PDF,607265,593.0KB
original_tar_extracted,15. Working Paper/2014/[Working Paper-21]사회·기술시스템 전환의 관리 - 성찰적 모니터링·평가.pdf,40년 기관 생산 발간물/15. Working Paper/2014/[Working Paper-21]사회·기술시스템 전환의 관리 - 성찰적 모니터링·평가.pdf,,15. Working Paper,2014,pdf,PDF,592639,578.7KB
original_tar_extracted,15. Working Paper/2014/[Working Paper-22]지속가능한 사회·기술시스템으로의 전환과 기업의 역할.pdf,40년 기관 생산 발간물/15. Working Paper/2014/[Working Paper-22]지속가능한 사회·기술시스템으로의 전환과 기업의 역할.pdf,,15. Working Paper,2014,pdf,PDF,665396,649.8KB
original_tar_extracted,15. Working Paper/2013/[Working Paper-18]프랑스 과학기술정책의 이해.pdf,40년 기관 생산 발간물/15. Working Paper/2013/[Working Paper-18]프랑스 과학기술정책의 이해.pdf,,15. Working Paper,2013,pdf,PDF,1135457,1.1MB
original_tar_extracted,15. Working Paper/2016/[Working Paper-24]전환연구와 탈추격론의 확장.pdf,40년 기관 생산 발간물/15. Working Paper/2016/[Working Paper-24]전환연구와 탈추격론의 확장.pdf,,15. Working Paper,2016,pdf,PDF,404540,395.1KB
original_tar_extracted,15. Working Paper/2016/[Working Paper-25]유럽의 디지털 사회혁신 정책과 현황.pdf,40년 기관 생산 발간물/15. Working Paper/2016/[Working Paper-25]유럽의 디지털 사회혁신 정책과 현황.pdf,,15. Working Paper,2016,pdf,PDF,807608,788.7KB
original_tar_extracted,15. Working Paper/2009/[Working Paper-9]국가혁신체제론의 정책이론.pdf,40년 기관 생산 발간물/15. Working Paper/2009/[Working Paper-9]국가혁신체제론의 정책이론.pdf,,15. Working Paper,2009,pdf,PDF,698309,681.9KB
original_tar_extracted,15. Working Paper/2009/[Working Paper-10]정책통합의 의의와 과학기술혁신정책 통합을 위한 과제.pdf,40년 기관 생산 발간물/15. Working Paper/2009/[Working Paper-10]정책통합의 의의와 과학기술혁신정책 통합을 위한 과제.pdf,,15. Working Paper,2009,pdf,PDF,1190432,1.1MB
original_tar_extracted,15. Working Paper/2010/[Working Paper-14]미래지향형 과학기술혁신 거버넌스 설계 및 개선방안.pdf,40년 기관 생산 발간물/15. Working Paper/2010/[Working Paper-14]미래지향형 과학기술혁신 거버넌스 설계 및 개선방안.pdf,,15. Working Paper,2010,pdf,PDF,558411,545.3KB
original_tar_extracted,15. Working Paper/2010/[Working Paper-13]脫추격형 혁신과 통합적 혁신정책.pdf,40년 기관 생산 발간물/15. Working Paper/2010/[Working Paper-13]脫추격형 혁신과 통합적 혁신정책.pdf,,15. Working Paper,2010,pdf,PDF,559681,546.6KB
original_tar_extracted,15. Working Paper/2010/[Working Paper-15]정책조정과 통합을 위한 세계 주요국의 범부처 R&D 사업 분석.pdf,40년 기관 생산 발간물/15. Working Paper/2010/[Working Paper-15]정책조정과 통합을 위한 세계 주요국의 범부처 R&D 사업 분석.pdf,,15. Working Paper,2010,pdf,PDF,788832,770.3KB
original_tar_extracted,15. Working Paper/2010/[Working Paper-16]세계 주요국의 과학기술혁신정책 조정체계와 최고 조정기구 비교분석.pdf,40년 기관 생산 발간물/15. Working Paper/2010/[Working Paper-16]세계 주요국의 과학기술혁신정책 조정체계와 최고 조정기구 비교분석.pdf,,15. Working Paper,2010,pdf,PDF,569204,555.9KB
original_tar_extracted,15. Working Paper/2010/[Working Paper-12]신기술의 사회적 수용과정 분석 - 바이오가스 기술을 중심으로.pdf,40년 기관 생산 발간물/15. Working Paper/2010/[Working Paper-12]신기술의 사회적 수용과정 분석 - 바이오가스 기술을 중심으로.pdf,,15. Working Paper,2010,pdf,PDF,506118,494.3KB
original_tar_extracted,15. Working Paper/2010/[Working Paper-11]사회문제 해결을 지향하는 ‘사회적 혁신정책’ - 개념과 방향.pdf,40년 기관 생산 발간물/15. Working Paper/2010/[Working Paper-11]사회문제 해결을 지향하는 ‘사회적 혁신정책’ - 개념과 방향.pdf,,15. Working Paper,2010,pdf,PDF,548538,535.7KB
original_tar_extracted,3. 수시연구/2018/[수시연구-231]국가기술혁신체계 역사적 사례 고찰과 우리의 발전과제.pdf,40년 기관 생산 발간물/3. 수시연구/2018/[수시연구-231]국가기술혁신체계 역사적 사례 고찰과 우리의 발전과제.pdf,,3. 수시연구,2018,pdf,PDF,3714209,3.5MB
original_tar_extracted,3. 수시연구/2018/[수시연구-233]과학기술 정책현안 분석 및 의제 발굴.pdf,40년 기관 생산 발간물/3. 수시연구/2018/[수시연구-233]과학기술 정책현안 분석 및 의제 발굴.pdf,,3. 수시연구,2018,pdf,PDF,11418713,10.9MB
original_tar_extracted,3. 수시연구/2018/[수시연구-235]사회·기술시스템 전환 전략 연구사업(4차년도).pdf,40년 기관 생산 발간물/3. 수시연구/2018/[수시연구-235]사회·기술시스템 전환 전략 연구사업(4차년도).pdf,,3. 수시연구,2018,pdf,PDF,35933031,34.3MB
original_tar_extracted,3. 수시연구/2018/[수시연구-232]기술금융의 역할과 효율화 방안.pdf,40년 기관 생산 발간물/3. 수시연구/2018/[수시연구-232]기술금융의 역할과 효율화 방안.pdf,,3. 수시연구,2018,pdf,PDF,3754402,3.6MB
original_tar_extracted,3. 수시연구/2018/[수시연구-234]글로벌 서비스 R&D 정책 이슈분석과 서비스산업 혁신 방안.pdf,40년 기관 생산 발간물/3. 수시연구/2018/[수시연구-234]글로벌 서비스 R&D 정책 이슈분석과 서비스산업 혁신 방안.pdf,,3. 수시연구,2018,pdf,PDF,3685491,3.5MB
original_tar_extracted,3. 수시연구/2020/[수시연구-240]Korea Report - 한국의 코로나19 대응 현황과 주요 동인.pdf,40년 기관 생산 발간물/3. 수시연구/2020/[수시연구-240]Korea Report - 한국의 코로나19 대응 현황과 주요 동인.pdf,,3. 수시연구,2020,pdf,PDF,4213707,4.0MB
original_tar_extracted,3. 수시연구/2001/[수시연구-26]경제성장과 국제기술이전에 관련된 주요 논의.pdf,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-26]경제성장과 국제기술이전에 관련된 주요 논의.pdf,,3. 수시연구,2001,pdf,PDF,204266,199.5KB
original_tar_extracted,3. 수시연구/2001/[수시연구-38]디지털 경제의 통계시스템에 관한 기초연구 - 전자상거래 통계를 중심으로.pdf,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-38]디지털 경제의 통계시스템에 관한 기초연구 - 전자상거래 통계를 중심으로.pdf,,3. 수시연구,2001,pdf,PDF,352598,344.3KB
original_tar_extracted,3. 수시연구/2001/[수시연구-31]연구개발투자에 따른 고용유발효과.PDF,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-31]연구개발투자에 따른 고용유발효과.PDF,,3. 수시연구,2001,pdf,PDF,427740,417.7KB
original_tar_extracted,"3. 수시연구/2001/[수시연구-35]한중일 3국의 연구중심대학 육성정책 -서울대학,북경대학,동경대학을 중심으로-.pdf","40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-35]한중일 3국의 연구중심대학 육성정책 -서울대학,북경대학,동경대학을 중심으로-.pdf",,3. 수시연구,2001,pdf,PDF,254908,248.9KB
original_tar_extracted,3. 수시연구/2001/[수시연구-32]과학기술자의 사회적 책임과 윤리.PDF,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-32]과학기술자의 사회적 책임과 윤리.PDF,,3. 수시연구,2001,pdf,PDF,242726,237.0KB
original_tar_extracted,3. 수시연구/2001/[수시연구-37]노벨상의 의미와 과학기술정책의 방향.PDF,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-37]노벨상의 의미와 과학기술정책의 방향.PDF,,3. 수시연구,2001,pdf,PDF,791982,773.4KB
original_tar_extracted,3. 수시연구/2001/[수시연구-28]새로운 환경 변화에 대응한 식품의약품 안전관리의 선진화 방안.PDF,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-28]새로운 환경 변화에 대응한 식품의약품 안전관리의 선진화 방안.PDF,,3. 수시연구,2001,pdf,PDF,417849,408.1KB
original_tar_extracted,3. 수시연구/2001/[수시연구-34]Valuing Technology Investments by Strategic Cost Management(SCM) - A Case Study of Initial Multiplication Technology in Seed Potato Production.PDF,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-34]Valuing Technology Investments by Strategic Cost Management(SCM) - A Case Study of Initial Multiplication Technology in Seed Potato Production.PDF,,3. 수시연구,2001,pdf,PDF,147272,143.8KB
original_tar_extracted,3. 수시연구/2001/[수시연구-29]분야별 과학기술 발전전망과 투자방향.PDF,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-29]분야별 과학기술 발전전망과 투자방향.PDF,,3. 수시연구,2001,pdf,PDF,801003,782.2KB
original_tar_extracted,3. 수시연구/2001/[수시연구-27]기업연구개발투자의 Nowcasting을 위한 사전조사.pdf,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-27]기업연구개발투자의 Nowcasting을 위한 사전조사.pdf,,3. 수시연구,2001,pdf,PDF,105704,103.2KB
original_tar_extracted,3. 수시연구/2001/[수시연구-30]남북한 과학기술협력체제 현황 및 개선 과제.pdf,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-30]남북한 과학기술협력체제 현황 및 개선 과제.pdf,,3. 수시연구,2001,pdf,PDF,86172,84.2KB
original_tar_extracted,3. 수시연구/2001/[수시연구-39]외환위기 이후 기업의 연구개발 변화 - 실태 및 정책과제.PDF,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-39]외환위기 이후 기업의 연구개발 변화 - 실태 및 정책과제.PDF,,3. 수시연구,2001,pdf,PDF,338714,330.8KB
original_tar_extracted,3. 수시연구/2001/[수시연구-33]혁신시스템에서의 기술이전과정과 성공전략.PDF,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-33]혁신시스템에서의 기술이전과정과 성공전략.PDF,,3. 수시연구,2001,pdf,PDF,904243,883.0KB
original_tar_extracted,3. 수시연구/2001/[수시연구-36]복잡계 경제학의 기술혁신 논의와 정책적 시사점.pdf,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-36]복잡계 경제학의 기술혁신 논의와 정책적 시사점.pdf,,3. 수시연구,2001,pdf,PDF,143660,140.3KB
original_tar_extracted,3. 수시연구/2001/[수시연구-25]기술의 투자가치분석 모형 개발을 위한 탐색연구.pdf,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-25]기술의 투자가치분석 모형 개발을 위한 탐색연구.pdf,,3. 수시연구,2001,pdf,PDF,200194,195.5KB
original_tar_extracted,3. 수시연구/2001/[수시연구-24]PBS의 관련 개념과 적용조건.pdf,40년 기관 생산 발간물/3. 수시연구/2001/[수시연구-24]PBS의 관련 개념과 적용조건.pdf,,3. 수시연구,2001,pdf,PDF,498032,486.4KB
original_tar_extracted,3. 수시연구/2008/[수시연구-181]과학기술인력양성 정책의 효과 및 정합성 평가에 관한 연구.pdf,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-181]과학기술인력양성 정책의 효과 및 정합성 평가에 관한 연구.pdf,,3. 수시연구,2008,pdf,PDF,3040051,2.9MB
original_tar_extracted,3. 수시연구/2008/[수시연구-171]부품소재기업의 연구개발 성공. 실패 사례연구.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-171]부품소재기업의 연구개발 성공. 실패 사례연구.PDF,,3. 수시연구,2008,pdf,PDF,2218837,2.1MB
original_tar_extracted,3. 수시연구/2008/[수시연구-175]국가연구개발사업의 지식재산권 관리 - 글로벌공동연구개발의 지식재산권(IPR) 가이드라인 방안.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-175]국가연구개발사업의 지식재산권 관리 - 글로벌공동연구개발의 지식재산권(IPR) 가이드라인 방안.PDF,,3. 수시연구,2008,pdf,PDF,1091585,1.0MB
original_tar_extracted,3. 수시연구/2008/[수시연구-161]정부지원사업이 벤처기업의 기술혁신과 생존에 미치는 영향에 대한 연구 - IT산업을 중심으로.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-161]정부지원사업이 벤처기업의 기술혁신과 생존에 미치는 영향에 대한 연구 - IT산업을 중심으로.PDF,,3. 수시연구,2008,pdf,PDF,1165778,1.1MB
original_tar_extracted,3. 수시연구/2008/[수시연구-178]한국기술혁신체제의 특성과 변화 - 기업의 기술혁신과 성과를 중심으로.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-178]한국기술혁신체제의 특성과 변화 - 기업의 기술혁신과 성과를 중심으로.PDF,,3. 수시연구,2008,pdf,PDF,827099,807.7KB
original_tar_extracted,3. 수시연구/2008/[수시연구-162]기업 R&D 투자에 대한 정부 직접보조금 효과의 결정요인 분석.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-162]기업 R&D 투자에 대한 정부 직접보조금 효과의 결정요인 분석.PDF,,3. 수시연구,2008,pdf,PDF,719215,702.4KB
original_tar_extracted,3. 수시연구/2008/[수시연구-173]신정부 국가연구개발사업 성과평가제도의 현황과 과제.pdf,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-173]신정부 국가연구개발사업 성과평가제도의 현황과 과제.pdf,,3. 수시연구,2008,pdf,PDF,1338389,1.3MB
original_tar_extracted,3. 수시연구/2008/[수시연구-176]연구개발 일출효과의 단계별 분석 - 기술적 및 경제적 효과.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-176]연구개발 일출효과의 단계별 분석 - 기술적 및 경제적 효과.PDF,,3. 수시연구,2008,pdf,PDF,687585,671.5KB
original_tar_extracted,3. 수시연구/2008/[수시연구-168]다변량 프로빗 모형을 이용한 혁신과정의 장애요인과 기업의 기술확보 전략에 관한 실증연구 - 한국 제조업을 중심으로.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-168]다변량 프로빗 모형을 이용한 혁신과정의 장애요인과 기업의 기술확보 전략에 관한 실증연구 - 한국 제조업을 중심으로.PDF,,3. 수시연구,2008,pdf,PDF,652982,637.7KB
original_tar_extracted,3. 수시연구/2008/[수시연구-183]지속가능한 지역발전을 위한 미래자원 이용 연구 - 전남지역 에너지작물 및 약용식물자원 이용연구 중심으로.pdf,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-183]지속가능한 지역발전을 위한 미래자원 이용 연구 - 전남지역 에너지작물 및 약용식물자원 이용연구 중심으로.pdf,,3. 수시연구,2008,pdf,PDF,3713163,3.5MB
original_tar_extracted,3. 수시연구/2008/[수시연구-169]연구원 스핀오프 벤처기업 성공전략 - 사례연구.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-169]연구원 스핀오프 벤처기업 성공전략 - 사례연구.PDF,,3. 수시연구,2008,pdf,PDF,889616,868.8KB
original_tar_extracted,3. 수시연구/2008/[수시연구-170]지역클러스터의 혁신 네트워크와 개방성 분석 연구 - 성서 및 구미산업단지를 중심으로.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-170]지역클러스터의 혁신 네트워크와 개방성 분석 연구 - 성서 및 구미산업단지를 중심으로.PDF,,3. 수시연구,2008,pdf,PDF,1600026,1.5MB
original_tar_extracted,3. 수시연구/2008/[수시연구-180]사용자 혁신과 기술혁신 시스템.pdf,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-180]사용자 혁신과 기술혁신 시스템.pdf,,3. 수시연구,2008,pdf,PDF,4717542,4.5MB
original_tar_extracted,3. 수시연구/2008/[수시연구-164]신기술의 시장 성공 가능성 평가를 위한 수요예측 모형.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-164]신기술의 시장 성공 가능성 평가를 위한 수요예측 모형.PDF,,3. 수시연구,2008,pdf,PDF,1047358,1022.8KB
original_tar_extracted,3. 수시연구/2008/[수시연구-172]대형기술시스템의 안전성 확보방안.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-172]대형기술시스템의 안전성 확보방안.PDF,,3. 수시연구,2008,pdf,PDF,2387612,2.3MB
original_tar_extracted,3. 수시연구/2008/[수시연구-182]서남권 지역발전을 위한 기술창업의 실태와 발전방안 연구.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-182]서남권 지역발전을 위한 기술창업의 실태와 발전방안 연구.PDF,,3. 수시연구,2008,pdf,PDF,2556502,2.4MB
original_tar_extracted,3. 수시연구/2008/[수시연구-160]Building Innovative Cluster as a Strategy for Transition from Low-Tech to High-Tech Development - A Case Study on Seoul Metropolitan city (첨단기술개발 전환전략을 위한 혁신클러스터 구축).PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-160]Building Innovative Cluster as a Strategy for Transition from Low-Tech to High-Tech Development - A Case Study on Seoul Metropolitan city (첨단기술개발 전환전략을 위한 혁신클러스터 구축).PDF,,3. 수시연구,2008,pdf,PDF,588312,574.5KB
original_tar_extracted,3. 수시연구/2008/[수시연구-167]투입산출분석을 이용한 R&D 투자의 기술파급효과 분석.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-167]투입산출분석을 이용한 R&D 투자의 기술파급효과 분석.PDF,,3. 수시연구,2008,pdf,PDF,491388,479.9KB
original_tar_extracted,3. 수시연구/2008/[수시연구-179]기술경로 창출능력의 이론적 해석.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-179]기술경로 창출능력의 이론적 해석.PDF,,3. 수시연구,2008,pdf,PDF,2001280,1.9MB
original_tar_extracted,3. 수시연구/2008/[수시연구-165]과학기술의 소양화를 위한 과학기술교육 개선방안 연구 - 교사들에 대한 과학기술교육의 개선을 중심으로.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-165]과학기술의 소양화를 위한 과학기술교육 개선방안 연구 - 교사들에 대한 과학기술교육의 개선을 중심으로.PDF,,3. 수시연구,2008,pdf,PDF,1347994,1.3MB
original_tar_extracted,3. 수시연구/2008/[수시연구-166]지식기반경제하에서의 대학의 역할모형의 변화와 특징에 관한 사례연구.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-166]지식기반경제하에서의 대학의 역할모형의 변화와 특징에 관한 사례연구.PDF,,3. 수시연구,2008,pdf,PDF,1714257,1.6MB
original_tar_extracted,3. 수시연구/2008/[수시연구-174]창조적 연구인력 양성배출을 위한 출연(연) 운영전략.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-174]창조적 연구인력 양성배출을 위한 출연(연) 운영전략.PDF,,3. 수시연구,2008,pdf,PDF,1887456,1.8MB
original_tar_extracted,3. 수시연구/2008/[수시연구-177]외국인 주식투자 확대가 기술혁신에 미치는 영향과 정책과제.pdf,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-177]외국인 주식투자 확대가 기술혁신에 미치는 영향과 정책과제.pdf,,3. 수시연구,2008,pdf,PDF,701804,685.4KB
original_tar_extracted,"3. 수시연구/2008/[수시연구-159]중소기업의 오픈 이노베이션 - 모델, 방법론, 정책을 중심으로.PDF","40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-159]중소기업의 오픈 이노베이션 - 모델, 방법론, 정책을 중심으로.PDF",,3. 수시연구,2008,pdf,PDF,1256811,1.2MB
original_tar_extracted,3. 수시연구/2008/[수시연구-163]국방산업 기술추격을 위한 R&D 거버넌스 전략 연구 - T-50 개발사례를 중심으로.PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-163]국방산업 기술추격을 위한 R&D 거버넌스 전략 연구 - T-50 개발사례를 중심으로.PDF,,3. 수시연구,2008,pdf,PDF,5600736,5.3MB
original_tar_extracted,3. 수시연구/2008/[수시연구-158]Promotion of Translational Research and Medi-cluster Formation in Korea - the Research Hospital Program (중개연구의 활성화를 통한 메디클러스터 조성 - 혁신형 연구중심병원 사업을 중심으로).PDF,40년 기관 생산 발간물/3. 수시연구/2008/[수시연구-158]Promotion of Translational Research and Medi-cluster Formation in Korea - the Research Hospital Program (중개연구의 활성화를 통한 메디클러스터 조성 - 혁신형 연구중심병원 사업을 중심으로).PDF,,3. 수시연구,2008,pdf,PDF,565396,552.1KB
original_tar_extracted,3. 수시연구/1999/[수시연구-14]과학기술정책 및 과학기술행정발전방향.pdf,40년 기관 생산 발간물/3. 수시연구/1999/[수시연구-14]과학기술정책 및 과학기술행정발전방향.pdf,,3. 수시연구,1999,pdf,PDF,427931,417.9KB
